id,display,displayAddition1,displayAddition2,filterDatePoint_mv,filterDateRange_mv,filterDigital,filterLanguage_mv,filterMedium_mv,filterSource,filterType_mv,identifier_id_mv,identifier_type_mv,issn_mv,publicationHistory,publisherOriginalLocation_mv,publisherOriginalText_mv,relation_id_mv,relation_text_mv,relation_type_mv,schemaVersion,source,textualHolding_mv,title,usageRestriction,website_description_mv,website_url_mv
EZB179587,Porter & Coates's Monthly Book Circular,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1875), 3 - 1 (1875), 3",Volltext (Elektronische Zeitschriftenbibliothek),1875-01-01T00:00:00Z,[1875 TO 1875],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671577-6,572z,,"1 (1875), 3 - 1 (1875), 3","Philadelphia, Pa.",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1875), 3 - 1 (1875), 3",Porter & Coates's Monthly Book Circular,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671577&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6JVC&site=ehost-live
EZB179604,Practical Philosopher & True Senator,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1866), 1 - 1 (1866), 1",Volltext (Elektronische Zeitschriftenbibliothek),1866-01-01T00:00:00Z,[1866 TO 1866],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671579-X,572z,,"1 (1866), 1 - 1 (1866), 1","Philadelphia, Pa.",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1866), 1 - 1 (1866), 1",Practical Philosopher & True Senator,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671579&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=57WK&site=ehost-live
EZB179616,"Printer's Bulletin (Manchester, NH)","American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1869), 1 - 1 (1869), 1",Volltext (Elektronische Zeitschriftenbibliothek),1869-01-01T00:00:00Z,[1869 TO 1869],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671583-1,572z,,"1 (1869), 1 - 1 (1869), 1",Manchester NH,American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1869), 1 - 1 (1869), 1","Printer's Bulletin (Manchester, NH)",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671583&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6ER8&site=ehost-live
EZB179617,Printer's Exchange,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1872), 1 - 1 (1872), 1",Volltext (Elektronische Zeitschriftenbibliothek),1872-01-01T00:00:00Z,[1872 TO 1872],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671584-3,572z,,"1 (1872), 1 - 1 (1872), 1","Boston, Mass.",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1872), 1 - 1 (1872), 1",Printer's Exchange,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671584&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6ERC&site=ehost-live
EZB179618,Printers' Circular,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1866), 1 - 14 (1880), 12",Volltext (Elektronische Zeitschriftenbibliothek),1866-01-01T00:00:00Z␟1880-01-01T00:00:00Z,[1866 TO 1880],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671215-5,572z,,"1 (1866), 1 - 14 (1880), 12","Philadelphia, Pa.",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1866), 1 - 14 (1880), 12",Printers' Circular,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671215&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6ERA&site=ehost-live
EZB179619,Printers' Circular & Stationers' & Publishers' Gazette,"American Antiquarian Society Historical Periodicals via EBSCO Host, 15 (1880), 1 - 18 (1884), 12",Volltext (Elektronische Zeitschriftenbibliothek),1880-01-01T00:00:00Z␟1884-01-01T00:00:00Z,[1880 TO 1884],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671216-7,572z,,"15 (1880), 1 - 18 (1884), 12","Philadelphia, Pa.",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"15 (1880), 1 - 18 (1884), 12",Printers' Circular & Stationers' & Publishers' Gazette,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671216&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6ERB&site=ehost-live
EZB179620,Printers' Journal,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1872), 1 - 1 (1872), 1",Volltext (Elektronische Zeitschriftenbibliothek),1872-01-01T00:00:00Z,[1872 TO 1872],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671585-5,572z,,"1 (1872), 1 - 1 (1872), 1","Boston, Mass.",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1872), 1 - 1 (1872), 1",Printers' Journal,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671585&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6GVA&site=ehost-live
EZB179621,Printers' Register,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1875), 2 - 1 (1875), 2",Volltext (Elektronische Zeitschriftenbibliothek),1875-01-01T00:00:00Z,[1875 TO 1875],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671586-7,572z,,"1 (1875), 2 - 1 (1875), 2","St. Louis, Mo.",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1875), 2 - 1 (1875), 2",Printers' Register,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671586&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6ERE&site=ehost-live
EZB179622,Printing Gazette,"American Antiquarian Society Historical Periodicals via EBSCO Host, 5 (1870), 1 - 10 (1875), 8",Volltext (Elektronische Zeitschriftenbibliothek),1870-01-01T00:00:00Z␟1875-01-01T00:00:00Z,[1870 TO 1875],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671217-9,572z,,"5 (1870), 1 - 10 (1875), 8","Cleveland, Ohio",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"5 (1870), 1 - 10 (1875), 8",Printing Gazette,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671217&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6JFW&site=ehost-live
EZB179623,Printing Press,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1875), 1 - 1 (1876), 7",Volltext (Elektronische Zeitschriftenbibliothek),1875-01-01T00:00:00Z␟1876-01-01T00:00:00Z,[1875 TO 1876],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671218-0,572z,,"1 (1875), 1 - 1 (1876), 7","Chicago, Ill.",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1875), 1 - 1 (1876), 7",Printing Press,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671218&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=57X4&site=ehost-live
EZB179635,Public Library Paper,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1873), 1 - 2 (1874), 29",Volltext (Elektronische Zeitschriftenbibliothek),1873-01-01T00:00:00Z␟1874-01-01T00:00:00Z,[1873 TO 1874],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,,,,"1 (1873), 1 - 2 (1874), 29",,American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1873), 1 - 2 (1874), 29",Public Library Paper,benutzbar,Volltext (Verlag),https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6M8V&site=ehost-live
EZB179639,Publishers' & Stationers' Uniform Trade List Circular,"American Antiquarian Society Historical Periodicals via EBSCO Host, 2 (1868), 13 - 2 (1868), 13",Volltext (Elektronische Zeitschriftenbibliothek),1868-01-01T00:00:00Z,[1868 TO 1868],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671709-8,572z,,"2 (1868), 13 - 2 (1868), 13","Philadelphia, Pa.",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"2 (1868), 13 - 2 (1868), 13",Publishers' & Stationers' Uniform Trade List Circular,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671709&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6JJJ&site=ehost-live
EZB179640,Publishers' & Stationers' Weekly Trade Circular,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1872), 1 - 2 (1872), 26",Volltext (Elektronische Zeitschriftenbibliothek),1872-01-01T00:00:00Z,[1872 TO 1872],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671225-8,572z,,"1 (1872), 1 - 2 (1872), 26","New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1872), 1 - 2 (1872), 26",Publishers' & Stationers' Weekly Trade Circular,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671225&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=57YK&site=ehost-live
EZB179641,Publishers' Weekly,"American Antiquarian Society Historical Periodicals via EBSCO Host, 3 (1873), 1 - 12 (1877), 19",Volltext (Elektronische Zeitschriftenbibliothek),1873-01-01T00:00:00Z␟1877-01-01T00:00:00Z,[1873 TO 1877],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671226-X,572z,,"3 (1873), 1 - 12 (1877), 19","New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"3 (1873), 1 - 12 (1877), 19",Publishers' Weekly,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671226&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6JRX&site=ehost-live
EZB179757,Schoenhof & Moeller's Monthly Bulletin of Foreign Literature,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1873 - 1873",Volltext (Elektronische Zeitschriftenbibliothek),1873-01-01T00:00:00Z,[1873 TO 1873],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,,,,1873 - 1873,,American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,1873 - 1873,Schoenhof & Moeller's Monthly Bulletin of Foreign Literature,benutzbar,Volltext (Verlag),https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6K7U&site=ehost-live
EZB179807,Česlovo Miloo Skaitymai = Czeslaw Miloszs Readings,"Vytauto Didziojo Universitetas ; CEEOL, 1 (2007) - 6 (2013)",Volltext (Elektronische Zeitschriftenbibliothek),2007-01-01T00:00:00Z␟2013-01-01T00:00:00Z,[2007 TO 2013],True,Litauisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2652617-7,572z,2029-8692,1 (2007) - 6 (2013),"Kaunas; Frankfurt, Main",Vytauto Didziojo Universitetas ; CEEOL,,,,0.16.0,AK,1 (2007) - 6 (2013),Česlovo Miloo Skaitymai = Czeslaw Miloszs Readings,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2652617&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB179837,Prace Filologiczne = Philological Studies,"Wydzial Polonistyki Uniwersytetu Warszawskiego ; CEEOL, 2006, 51 -",Volltext (Elektronische Zeitschriftenbibliothek),2006-01-01T00:00:00Z,2006,True,Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2652789-3,572z,2720-5037,"2006, 51 -","Warszawa; Frankfurt, Main",Wydzial Polonistyki Uniwersytetu Warszawskiego ; CEEOL,,,,0.16.0,AK,"2006, 51 -",Prace Filologiczne = Philological Studies,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2652789&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB179860,"Scribner, Armstrong & Co.'s List of New Books","American Antiquarian Society Historical Periodicals via EBSCO Host, 1877 - 1877",Volltext (Elektronische Zeitschriftenbibliothek),1877-01-01T00:00:00Z,[1877 TO 1877],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2672058-9,572z,,1877 - 1877,"New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,1877 - 1877,"Scribner, Armstrong & Co.'s List of New Books",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2672058&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6HSH&site=ehost-live
EZB179935,Studia Philosophiae Christianae,"Wydawnictwo Uniwersytetu Kardynala Stefana Wyszynskiego ; CEEOL, 45 (2009) -",Volltext (Elektronische Zeitschriftenbibliothek),2009-01-01T00:00:00Z,2009,True,Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2653155-0,572z,2720-0531,45 (2009) -,"Warszawa; Frankfurt, M.",Wydawnictwo Uniwersytetu Kardynala Stefana Wyszynskiego ; CEEOL,,,,0.16.0,AK,45 (2009) -,Studia Philosophiae Christianae,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2653155&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB179983,Sophia : Pismo Filozofów Krajów Słowianskich,"Wydawnictwo Uniwersytetu Rzeszowskiego ; CEEOL, 1 (2001) - 18 (2018)",Volltext (Elektronische Zeitschriftenbibliothek),2001-01-01T00:00:00Z␟2018-01-01T00:00:00Z,[2001 TO 2018],True,Polnisch␟Russisch␟Slowakisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2634867-6,572z,,1 (2001) - 18 (2018),"Rzeszów; Frankfurt, M.",Wydawnictwo Uniwersytetu Rzeszowskiego ; CEEOL,,,,0.16.0,AK,1 (2001) - 18 (2018),Sophia : Pismo Filozofów Krajów Słowianskich,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2634867&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB180000,Steiger's Literarischer Monatsbericht,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1 (1869), 1 - 2 (1871), 7",Volltext (Elektronische Zeitschriftenbibliothek),1869-01-01T00:00:00Z␟1871-01-01T00:00:00Z,[1869 TO 1871],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671328-7,572z,,"1 (1869), 1 - 2 (1871), 7","New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1 (1869), 1 - 2 (1871), 7",Steiger's Literarischer Monatsbericht,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671328&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6JLN&site=ehost-live
EZB180072,Trade Circular & Publishers' Bulletin,"American Antiquarian Society Historical Periodicals via EBSCO Host, 3 (1870), 1 - 4 (1871), 8",Volltext (Elektronische Zeitschriftenbibliothek),1870-01-01T00:00:00Z␟1871-01-01T00:00:00Z,[1870 TO 1871],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671353-6,572z,,"3 (1870), 1 - 4 (1871), 8","New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"3 (1870), 1 - 4 (1871), 8",Trade Circular & Publishers' Bulletin,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671353&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6JOG&site=ehost-live
EZB180074,Trade List Circular of Publishers of Books & Manufacturers of Stationery,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1870 - 1870",Volltext (Elektronische Zeitschriftenbibliothek),1870-01-01T00:00:00Z,[1870 TO 1870],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2672067-X,572z,,1870 - 1870,"Philadelphia, Pa.",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,1870 - 1870,Trade List Circular of Publishers of Books & Manufacturers of Stationery,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2672067&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6K85&site=ehost-live
EZB180276,Wm. Wood & Company's Monthly List of Scientific Books,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1871 - 1872",Volltext (Elektronische Zeitschriftenbibliothek),1871-01-01T00:00:00Z␟1872-01-01T00:00:00Z,[1871 TO 1872],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671653-7,572z,,1871 - 1872,"New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,1871 - 1872,Wm. Wood & Company's Monthly List of Scientific Books,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671653&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6K8I&site=ehost-live
EZB180280,Woodward's Architecture With Hints & Notes on Building: & A Priced Catalog of All Books on Architecture & Agriculture,"American Antiquarian Society Historical Periodicals via EBSCO Host, 1871, 5 - 1871, 6",Volltext (Elektronische Zeitschriftenbibliothek),1871-01-01T00:00:00Z,[1871 TO 1871],True,,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2671406-1,572z,,"1871, 5 - 1871, 6","New York, NY",American Antiquarian Society Historical Periodicals via EBSCO Host,,,,0.16.0,AK,"1871, 5 - 1871, 6",Woodward's Architecture With Hints & Notes on Building: & A Priced Catalog of All Books on Architecture & Agriculture,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2671406&bibid=DLA␟https://search.ebscohost.com/login.aspx?direct=true&db=h9m&jid=6EU3&site=ehost-live
EZB183610,Cracow Indological Studies,"Ksiegarnia Akademicka Sp. ; CEEOL, 11 (2009) -",Volltext (Elektronische Zeitschriftenbibliothek),2009-01-01T00:00:00Z,2009,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2659110-8,572z,2449-8696,11 (2009) -,"Kraków; Frankfurt, Main",Ksiegarnia Akademicka Sp. ; CEEOL,,,,0.16.0,AK,11 (2009) -,Cracow Indological Studies,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2659110&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB183623,Między Oryginałem a Przekładem = Between Originals and Translations,"Ksiegarnia Akademicka Sp. ; CEEOL, 2009, 15 -",Volltext (Elektronische Zeitschriftenbibliothek),2009-01-01T00:00:00Z,2009,True,Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2659134-0,572z,2391-6745,"2009, 15 -","Kraków; Frankfurt, Main",Ksiegarnia Akademicka Sp. ; CEEOL,,,,0.16.0,AK,"2009, 15 -",Między Oryginałem a Przekładem = Between Originals and Translations,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2659134&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB183863,Library Essentials : Fakten und Berichte für Informationsspezialisten,"b.i.t.verlag, 2012, 1 -",Volltext (Elektronische Zeitschriftenbibliothek),2012-01-01T00:00:00Z,2012,True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2659854-1,572z,2194-0134,"2012, 1 -",Wiesbaden,b.i.t.verlag,,,,0.16.0,AK,"2012, 1 -",Library Essentials : Fakten und Berichte für Informationsspezialisten,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2659854&bibid=DLA␟https://www.libess.de/ausgaben-archiv/
EZB183943,International Journal of Computational Linguistics Research (IJCLR),"Digital Information Research Foundation, 1 (2010) -",Volltext (Elektronische Zeitschriftenbibliothek),2010-01-01T00:00:00Z,2010,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2660332-9,572z,0976-4178,1 (2010) -,Chennai,Digital Information Research Foundation,,,,0.16.0,AK,1 (2010) -,International Journal of Computational Linguistics Research (IJCLR),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2660332&bibid=DLA␟https://www.dline.info/jcl/index.php
EZB184288,Ezikov Svjat = Orbis Linguarum,"Jugozapaden universitet Neofit Rilski ; CEEOL, 2001, 1 -",Volltext (Elektronische Zeitschriftenbibliothek),2001-01-01T00:00:00Z,2001,True,Bulgarisch␟Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2663443-0,572z,2603-4026,"2001, 1 -","Blagoevgrad; Frankfurt, Main",Jugozapaden universitet Neofit Rilski ; CEEOL,,,,0.16.0,AK,"2001, 1 -",Ezikov Svjat = Orbis Linguarum,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2663443&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB184298,Avant : the Journal of the Philosophical-Interdisciplinary Vanguard,"CEEOL, 1 (2010) -",Volltext (Elektronische Zeitschriftenbibliothek),2010-01-01T00:00:00Z,2010,True,Englisch␟Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2663558-6,572z,2082-6710,1 (2010) -,"Toruń; Warszawa; Frankfurt, Main",CEEOL,,,,0.16.0,AK,1 (2010) -,Avant : the Journal of the Philosophical-Interdisciplinary Vanguard,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2663558&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB184343,"Zbornik Radova / Medunarodna Konferencija Evropske Smjernice za Saradnju Biblioteka, Arhiva i Muzeja = Conference Proceedings / International Conference European Guidelines for Coorperations of Libraries, Archives and Museums","Asocijacija Informacijskih Strucnjaka - Bibliotekara, Arhivista i Muzeologa ; CEEOL, 2 (2008) -",Volltext (Elektronische Zeitschriftenbibliothek),2008-01-01T00:00:00Z,2008,True,Bosnisch␟Kroatisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2663751-0,572z,2303-520X,2 (2008) -,"Sarajevo; Frankfurt, Main","Asocijacija Informacijskih Strucnjaka - Bibliotekara, Arhivista i Muzeologa ; CEEOL",,,,0.16.0,AK,2 (2008) -,"Zbornik Radova / Medunarodna Konferencija Evropske Smjernice za Saradnju Biblioteka, Arhiva i Muzeja = Conference Proceedings / International Conference European Guidelines for Coorperations of Libraries, Archives and Museums",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2663751&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB185331,"Zbornik za Jezike i Knjizevnosti Filozofskog Fakulteta u Novom Sadu = Journal for Languages and Literatures of the Faculty of Philosophy in Novi Sad, The","Filozofski fakultet, Novi Sad ; CEEOL, 1 (2011) -",Volltext (Elektronische Zeitschriftenbibliothek),2011-01-01T00:00:00Z,2011,True,Englisch␟Deutsch␟Serbisch␟Slowakisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2670243-5,572z,2217-8546,1 (2011) -,Novi Sad,"Filozofski fakultet, Novi Sad ; CEEOL",,,,0.16.0,AK,1 (2011) -,"Zbornik za Jezike i Knjizevnosti Filozofskog Fakulteta u Novom Sadu = Journal for Languages and Literatures of the Faculty of Philosophy in Novi Sad, The",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2670243&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB185670,ANADISS : revue du Centre de Recherche Analyse du Discours : journal of the Discourse Analysis Research Centre,"Editura Universității Suceava ; CEEOL, 1 (2006) -",Volltext (Elektronische Zeitschriftenbibliothek),2006-01-01T00:00:00Z,2006,True,Rumänisch␟Französisch␟Englisch␟Deutsch␟Spanisch␟Italienisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2673231-2,572z,2559-4656,1 (2006) -,Suceava,Editura Universității Suceava ; CEEOL,,,,0.16.0,AK,1 (2006) -,ANADISS : revue du Centre de Recherche Analyse du Discours : journal of the Discourse Analysis Research Centre,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2673231&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB185720,Studia Ecologiae et Bioethicae,"Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie, Instytut Ekologii i Bioetyki ; CEEOL, 1 (2003) -",Volltext (Elektronische Zeitschriftenbibliothek),2003-01-01T00:00:00Z,2003,True,Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2673343-2,572z,2719-826X,1 (2003) -,"Warszawa; Frankfurt, Main","Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie, Instytut Ekologii i Bioetyki ; CEEOL",,,,0.16.0,AK,1 (2003) -,Studia Ecologiae et Bioethicae,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2673343&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
EZB185917,Ethics in Progress Quarterly,"Academic Research Publishers of Institute of Philosophy AMU ; CEEOL, 12 (2021) -",Volltext (Elektronische Zeitschriftenbibliothek),2021-01-01T00:00:00Z,2021,True,Englisch␟Deutsch␟Polnisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2674572-0,572z,2084-9257,12 (2021) -,Posen,Academic Research Publishers of Institute of Philosophy AMU ; CEEOL,,,,0.16.0,AK,12 (2021) -,Ethics in Progress Quarterly,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2674572&bibid=DLA␟https://nl.zugang.nationallizenzen.de/han/3ca6f472-81ae-ddf1-00e9-37a0f7f930d6
