source,field,type,description,count,percent,items,unique,most_frequent_value
BI,searchCollectionCreator_display_mv,texts,Personen/Körperschaften mit Relation „Über“ aus verknüpften Bestandsdatensätzen (BF),16231,51 %,18221,599,"['Kunz-Hutterstrasser, Hermine (1873-1948)']"
BI,searchCollectionCreator_id_mv,strings,Personen/Körperschaften mit Relation „Über“ aus verknüpften Bestandsdatensätzen (BF),16231,51 %,18221,599,['PE00324458']
BI,searchDate_mv,strings,Suche nach Datumsangaben in der Form TT.MM.JJJJ,26335,83 %,37866,294,['1999']
BI,searchEntity_id_mv,strings,IDs der Normdaten-Verweise,31254,99 %,89200,18520,"['PE00030955', 'PE00250583']"
BI,searchName_mv,texts,Personen/Körperschaften für erweiterte Suche,31253,99 %,87989,17409,"['Unbekannt', 'Pinthus, Kurt']"
BI,searchNameAbout_mv,texts,"Personen/Körperschaften mit Relation ""Über"" für erweiterte Suche",27246,86 %,43998,11590,"['Hesse, Hermann']"
BI,searchNameAt_mv,texts,"Personen/Körperschaften mit Relation ""Unter"" für erweiterte Suche",19548,62 %,21715,1329,"['Kunz-Hutterstrasser, Hermine']"
BI,searchNameBy_mv,texts,"Personen/Körperschaften mit Relation ""Von"" für erweiterte Suche",26325,83 %,32383,6713,['Unbekannt']
BI,searchNameTo_mv,texts,"Personen/Körperschaften mit Relation ""An"" für erweiterte Suche",1135,4 %,1192,510,['Unbekannt']
BI,searchVariant_mv,texts,"Verweisungsformen verknüpfter Personen, Körperschaften und Werke",28654,91 %,335296,36499,"['Potter, Paulus']"
BI,source,string,,31570,100 %,31570,1,BI
BI,statusLoan,string,,31570,100 %,31570,5,Am Standort
BI,statusPreservation,string,,10339,33 %,10339,8123,Mit leichtem Silberspiegel
BI,subject_display_mv,texts,aus TH display,2713,9 %,3181,696,['Schreibtisch']
BI,subject_id_mv,strings,,2713,9 %,3181,696,['TH00030642']
BI,subject_type_mv,strings,,2711,9 %,3179,4,['Ikonographisches Detail']
BI,subject_useTerm_mv,texts,aus TH useTerm_display_mv,10,0 %,10,2,Geldbörse
BI,subject_usedFor_mv,texts,aus TH usedFor_display_mv,1672,5 %,5125,896,"['Buchwesen', 'Bücher']"
BI,subjectLocation_comment_mv,texts,,28,0 %,31,12,['vermutlich']
BI,subjectLocation_display_mv,texts,aus TH display,2132,7 %,3023,1163,"['New York, NY']"
BI,subjectLocation_id_mv,strings,,2132,7 %,3023,1165,['TH00001309']
BI,subjectLocation_type_mv,strings,,2130,7 %,3018,3,['Ort des Geschehens']
BI,title,text,,31570,100 %,31570,17798,Porträt Hermann Hesse
BI,titleOriginal,text,,377,1 %,377,370,Max Slevogt | Goethes Faust | Zweiter Teil
BI,url,string,,31570,100 %,31570,31570,https://www.dla-marbach.de/find/opac/id/BI00023225
BI,usageRestriction,text,,31570,100 %,31570,4,eingeschränkt benutzbar
BI,usageRestrictionNote,text,Benutzungshinweis,31568,100 %,31568,3,bedingt benutzbar\nDie Benutzung ist nach vorheriger Terminabsprache bedingt möglich. Bitte wenden Sie sich nach der Bestellung an das Referat Bilder und Objekte.\nE-Mail: bilder-und-objekte@dla-marbach.de
BI,work_display_mv,texts,aus AK display,1003,3 %,1211,854,"['Lessing, Gotthold Ephraim (1729-1781). Nathan der Weise (Drama : 1779)']"
BI,work_id_mv,strings,,1003,3 %,1211,854,['AK00000425']
DBIS,category,text,,1358,100 %,1358,1,Digitale Nachschlagewerke
DBIS,categoryMedium_mv,texts,,1358,100 %,1358,1,Online-Ressource
DBIS,categoryPublication_mv,texts,,1358,100 %,1358,126,"Wörterbuch, Enzyklopädie, Nachschlagwerk"
DBIS,country_mv,texts,,745,55 %,998,80,['Deutschland']
DBIS,dateCataloged,daterange,,1358,100 %,1358,410,2020-08-18
DBIS,dateModified,daterange,,1358,100 %,1358,152,2025-01-13
DBIS,dateOrigin,text,,40,3 %,40,20,2003
DBIS,dateOriginComment_mv,texts,,40,3 %,40,23,2003-
DBIS,display,text_normalized,,1358,100 %,1358,1357,Scriptorium
DBIS,displayAddition1,text,,1358,100 %,1358,126,"Wörterbuch, Enzyklopädie, Nachschlagwerk"
DBIS,displayAddition2,text,,298,22 %,298,241,1993-
DBIS,displayName,text,,725,53 %,725,554,"Directmedia Publishing GmbH, Berlin"
DBIS,filterDigital,boolean,,1358,100 %,1358,1,True
DBIS,filterMedium_mv,strings,,1358,100 %,1358,1,Datenbank
DBIS,filterSource,string,,1358,100 %,1358,1,Digitale Nachschlagewerke
DBIS,filterType_mv,strings,,1358,100 %,1358,1,Daten
DBIS,id,string,,1358,100 %,1358,1358,DBIS11356
DBIS,noteContent_mv,texts,,1358,100 %,1358,1358,"Die Bibliographie erfasst das wichtigste philosophische Schrifttum des 20. Jahrhunderts. Sie ist auf fachlichen Erkenntniswert und Aktualität sowie auf Wirkung, Verbreitung und Rezeption geprüft und erschließt über  8.000 Titel aus sieben Sprachen. Sie schließt an das von Wilhelm Totok herausgegebene „Handbuch der Geschichte der Philosophie“ an und  versammelt die wichtigste systematische Primärliteratur"
DBIS,noteRequirements_mv,texts,,111,8 %,113,110,"['<a href=""https://www.gbv.de/benutzer/datenbanken/hilfe"">Hinweise zur Suche</a>']"
DBIS,publicationHistory,text,,298,22 %,298,241,1993-
DBIS,publisherOriginalText_mv,texts,,725,53 %,766,577,"['Directmedia Publishing GmbH, Berlin']"
DBIS,schemaVersion,string,,1358,100 %,1358,1,1.0.0
DBIS,searchBoost,float,Gewichtung Relevanzranking,1358,100 %,1358,1,1
DBIS,source,string,,1358,100 %,1358,1,AK
DBIS,subjectOther_mv,texts,,1357,100 %,5117,1870,['Literatur']
DBIS,textualHolding_mv,texts,,298,22 %,298,241,1993-
DBIS,title,text,,1358,100 %,1358,1357,Scriptorium
DBIS,titleOther_text_mv,texts,,907,67 %,1599,1560,['Marburger Repertorien']
DBIS,titleOther_type_mv,strings,,907,67 %,1599,1,['370n']
DBIS,url,string,,1358,100 %,1358,1358,https://www.dla-marbach.de/find/opac/id/DBIS3369
DBIS,website_description_mv,texts,,1357,100 %,1424,8,['Zugang']
DBIS,website_url_mv,strings,,1357,100 %,1424,1420,['http://www.hhp.uni-trier.de/']
EZB,display,text_normalized,,1343,100 %,1343,1311,"Synthese: An International Journal for Epistemology, Methodology and Philosophy of Science"
EZB,displayAddition1,text,,1343,100 %,1343,1297,"De Gruyter, 1 (2014) -"
EZB,displayAddition2,text,,1343,100 %,1343,1,Volltext (Elektronische Zeitschriftenbibliothek)
EZB,filterDatePoint_mv,datepoints,,1342,100 %,1964,229,['2009-01-01T00:00:00Z']
EZB,filterDateRange_mv,dateranges,,1342,100 %,1342,632,2012
EZB,filterDigital,boolean,,1343,100 %,1343,1,True
EZB,filterLanguage_mv,strings,,1280,95 %,1667,34,['Englisch']
EZB,filterMedium_mv,strings,,1343,100 %,1343,1,Zeitschrift
EZB,filterSource,string,,1343,100 %,1343,1,Elektronische Zeitschriftenbibliothek
EZB,filterType_mv,strings,,1343,100 %,1343,1,Gedrucktes
EZB,id,string,,1343,100 %,1343,1343,EZB130101
EZB,identifier_id_mv,strings,,1332,99 %,1332,1244,2565999-6
EZB,identifier_type_mv,strings,,1332,99 %,1332,1,572z
EZB,issn_mv,strings,,861,64 %,861,783,1572-8420
EZB,publicationHistory,text,,1343,100 %,1343,1111,1 (2009) -
EZB,publisherOriginalLocation_mv,texts,,1332,99 %,1332,558,London
EZB,publisherOriginalText_mv,texts,,1343,100 %,1343,586,via PAO
EZB,relation_id_mv,strings,,288,21 %,312,259,['AK00022472']
EZB,relation_text_mv,texts,,288,21 %,312,254,['Publications of the Modern Language Association of America : PMLA']
EZB,relation_type_mv,strings,,288,21 %,312,1,['Erscheint auch als Druck-Ausgabe']
EZB,schemaVersion,string,,1343,100 %,1343,1,1.0.0
EZB,searchBoost,float,Gewichtung Relevanzranking,1343,100 %,1343,1,1
EZB,source,string,,1343,100 %,1343,1,AK
EZB,textualHolding_mv,texts,,1343,100 %,1343,1111,1 (2009) -
EZB,title,text,,1343,100 %,1343,1311,"Synthese: An International Journal for Epistemology, Methodology and Philosophy of Science"
EZB,usageRestriction,text,,1343,100 %,1343,1,benutzbar
EZB,website_description_mv,texts,,1343,100 %,2675,2,"['Volltext (EZB)', 'Volltext (Verlag)']"
EZB,website_url_mv,strings,,1343,100 %,2675,2051,"['http://ezb.uni-regensburg.de/?2044265&bibid=DLA', 'https://www.degruyterbrill.com/journal/key/SEMI/html']"
HS,accession_display,text,aus BE display,663626,57 %,663626,3070,BE00005721
HS,accession_id,string,,663626,57 %,663626,3070,BE00005721
HS,accessionNumber,string,,1004559,87 %,1004559,406464,SU.2010.0002
HS,acronym_mv,strings,,25671,2 %,29153,13397,['1/93']
HS,category,text,,1156351,100 %,1156351,9,Briefe an
HS,categorySub,text,,1153328,100 %,1153328,8,Handschrift
HS,collection_display_mv,texts,aus BF display,1148192,99 %,1148192,12176,"COTTA:Briefe - [Bestand des Cotta-Archivs, Archiv]"
HS,collection_id_mv,strings,,1148192,99 %,1148192,12176,BF00025111
HS,confidential,boolean,,1156351,100 %,1156351,1,False
HS,content,text,,33938,3 %,33938,27333,Manuskriptangebot
HS,corporationAbout_comment_mv,texts,,15,0 %,30,2,['[mutmaßlich]']
HS,corporationAbout_display_mv,texts,aus KS display,10663,1 %,12688,3289,"[""J.-G.-Cotta'sche Buchhandlung <Stuttgart> (1810-1889)""]"
HS,corporationAbout_id_mv,strings,,10663,1 %,12688,3290,['KS00011400']
HS,corporationAbout_role_mv,strings,,10654,1 %,12679,5,['[Dokumentierte Körperschaft]']
HS,corporationBy_comment_mv,texts,,247,0 %,429,4,['[mutmaßlich]']
HS,corporationBy_display_mv,texts,aus KS display,353071,31 %,445517,48809,"[""J.-G.-Cotta'sche Buchhandlung <Stuttgart> (1810-1889)""]"
HS,corporationBy_id_mv,strings,,353071,31 %,445517,48855,['KS00011400']
HS,corporationBy_role_mv,strings,,353038,31 %,445484,19,['[Verfasser]']
HS,corporationTo_comment_mv,texts,,450,0 %,562,4,['[mutmaßlich]']
HS,corporationTo_display_mv,texts,aus KS display,268277,23 %,354074,34700,"['Suhrkamp-Verlag <Frankfurt, Main> (1950-)']"
HS,corporationTo_id_mv,strings,,268277,23 %,354074,34732,['KS00001261']
HS,corporationTo_role_mv,strings,,151683,13 %,173722,4,['[Adressat]']
HS,dateCataloged,daterange,,1156351,100 %,1156351,6918,2007-10-20
HS,dateModified,daterange,,1156351,100 %,1156351,7183,2007-12-07
HS,dateOriginEnd,daterange,,211920,18 %,211920,22460,1965
HS,dateOriginStart,daterange,,915730,79 %,915730,75583,1960
HS,dateOther_mv,texts,,47605,4 %,48208,7805,['und o.D.']
HS,digitalObject_accessLevel_mv,strings,aus MM accessLevel,3083,0 %,3357,6,['campus']
HS,digitalObject_display_mv,texts,aus MM display,3166,0 %,3523,3504,['7649-18']
HS,digitalObject_fileExtension_mv,strings,aus MM fileExtension,626,0 %,898,4,['jpg']
HS,digitalObject_hyperlink_mv,strings,aus MM hyperlink,3082,0 %,3354,3332,['https://digital.dla-marbach.de/iiif/2/0%2f1%2fD20081208%2fD20081208-105.jpg/full/full/0/default.jpg?media_access=campus']
HS,digitalObject_id_mv,strings,,3166,0 %,3523,3504,['MM00038183']
HS,digitalObject_license_mv,strings,aus MM license,2319,0 %,2339,3,['CC0']
HS,digitalObject_licenseNote_mv,texts,aus MM license,9,0 %,9,2,"CC BY-NC-ND Hanke, Peter"
HS,digitalObject_thumbnail_mv,strings,aus MM thumbnail,3075,0 %,3341,3319,"['https://digital.dla-marbach.de/iiif/2/0%2f1%2fD20060222%2fD20060222-116.jpg/full/!480,480/0/default.jpg?media_access=campus']"
HS,display,text_normalized,Hauptbezeichnung,1156351,100 %,1156351,876507,"Rilke, Rainer Maria an Rilke, Phia [Briefe]"
HS,displayAddition1,text,Dritte Zeile der Trefferliste,915736,79 %,915736,110750,1961
HS,displayAddition2,text,Vierte Zeile der Trefferliste,1148192,99 %,1148192,12176,"COTTA:Briefe - [Bestand des Cotta-Archivs, Archiv]"
HS,displayName,text,Zweite Zeile der Trefferliste gebildet aus Personen und Körperschaften,1156346,100 %,1156346,750295,"Koselleck, Reinhart (1923-2006) [Verfasser/in]"
HS,exportDC,string,Datensatz im DC-Format,1156351,100 %,1156351,1156351,"<oai_dc:dc xmlns:oai_dc=""http://www.openarchives.org/OAI/2.0/oai_dc/"" xmlns:dc=""http://purl.org/dc/elements/1.1/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd"">\n  <dc:title>R. Piper und Co. &lt;München&gt;: Konvolut Verträge zu Werken von Hans Egon Holthusen 1964-1969 [Dokumente]</dc:title>\n  <dc:title>Verträge zu Werken von Hans Egon Holthusen 1964-1969</dc:title>\n  <dc:tit (...)"
HS,exportMODS,string,Datensatz im MODS-Format,1156351,100 %,1156351,1156351,"<mods xmlns:xlink=""http://www.w3.org/1999/xlink"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns=""http://www.loc.gov/mods/v3"" version=""3.8"" xsi:schemaLocation=""http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-8.xsd"">\n  <titleInfo>\n    <title>Scholz, Wilhelm von an Ewinger, Dietrun</title>\n  </titleInfo>\n  <name type=""personal"">\n    <namePart>Scholz, Wilhelm von (1874-1969)</namePart>\n    <nameIdentifier type=""gnd"">118610392</nameIdentifier>\n    <namePart  (...)"
HS,exportRIS,string,Datensatz im RIS-Format,1156351,100 %,1156351,1156351,"TY  - GEN\nA2  - Sieburg, Friedrich\nA2  - Mann, Thomas\nAN  - HS.1981.0002.00356\nCN  - HS001577062\nDB  - A:Sieburg, Friedrich\nID  - HS00157706\nKW  - Mann, Thomas (1875-1955)\nKW  - Mann, Thomas <1875-1955>. Altes und Neues : kleine Prosa aus fünf Jahrzehnten\nLA  - Deutsch\nM3  - Prosa\nM3  - Rezension\nN1  - Umfang: 2 Bl.\nOP  - Mann, Thomas (1875-1955). Altes und Neues\nST  - Sieburg, Friedrich: Mann, Thomas: Altes und Neues. Kleine Prosa aus fünf Jahrzehnten [Prosa. Rezensionen]\nTI  - S (...)"
HS,extent,text,,954734,83 %,954734,120112,1 Bl.
HS,filterAuthority_mv,strings,Facette Personen und Körperschaften,1156347,100 %,2686624,383849,"['Koselleck, Reinhart (1923-2006)']"
HS,filterAuthorityRelation_mv,strings,Facette Personen und Körperschaften mit Relationen,1156347,100 %,3112255,590805,"['Koselleck, Reinhart (1923-2006)␝Von']"
HS,filterAuthorityRole_mv,strings,Facette Personen und Körperschaften mit Funktionsbezeichnungen,1156347,100 %,3114279,676637,"['Rilke, Rainer Maria (1875-1926)␝Verfasser/Urheber']"
HS,filterCollection_mv,strings,Facette Sammlung,1148192,99 %,1148192,12176,COTTA:Briefe
HS,filterDatePoint_mv,datepoints,Facette Zeit (Zeitpunkte),915733,79 %,1127647,74480,['1961-01-01T00:00:00Z']
HS,filterDateRange_mv,dateranges,Facette Zeit (Zeiträume),915733,79 %,915733,110744,1961
HS,filterDigital,boolean,Filter Digital,3215,0 %,3215,1,True
HS,filterFormContent_mv,strings,Facette Form und Inhalt,1156344,100 %,1264952,73,['Brief']
HS,filterLanguage_mv,strings,Facette Sprache,1153337,100 %,1165528,68,['Deutsch']
HS,filterLanguageType_mv,strings,Facette Sprache mit Typ,1153337,100 %,1165528,68,['Deutsch␝Original']
HS,filterLocation_mv,strings,Facette Ort,705848,61 %,815937,29365,['Stuttgart']
HS,filterLocationType_mv,strings,Facette Ort mit Typ,705848,61 %,815952,29672,['Stuttgart␝Entstehungsort']
HS,filterMedium_mv,strings,Facette Sammlung,3098,0 %,3098,4,Noten
HS,filterRecent,daterange,Facette Neu im Katalog,1156351,100 %,1156351,6918,2007-10-20
HS,filterSource,string,Facette Datenbestand,1156351,100 %,1156351,1,Handschriften Einzelnachweise
HS,filterSubject_mv,strings,Facette Thema,122070,11 %,211336,53891,"['Brecht, Bertolt (1898-1956)']"
HS,filterType_mv,strings,Facette Medientyp,1156351,100 %,1156351,1,Handschriften
HS,genre,text,,1156344,100 %,1156344,14,Briefe
HS,genreOther_mv,texts,,32783,3 %,41970,14,['Verschiedenes']
HS,genreSub,text,,60455,5 %,60455,83,Widmungen
HS,genreSubOther_mv,texts,,15141,1 %,15639,29,['Verlagsnotizen']
HS,id,string,,1156351,100 %,1156351,1156351,HS00088614
HS,item_display_mv,texts,aus AU display,16831,1 %,16831,16335,L:Rara. 202202039. Dichterische Weisung
HS,item_id_mv,strings,,16831,1 %,16831,16336,AU01030404
HS,item_manifestation_display_mv,texts,aus AK display,16829,1 %,16829,15432,Gedichte
HS,item_manifestation_id_mv,strings,,16829,1 %,16829,15606,AK00697902
HS,language_mv,texts,,1153337,100 %,1165541,68,['Deutsch']
HS,location_mv,texts,,116079,10 %,116259,27363,['Bibliothek']
HS,locationBoxNumber,string,,5885,1 %,5885,315,22
HS,locationFolderNumber,string,,44519,4 %,44519,8944,2
HS,mediaNumber,string,,1156351,100 %,1156351,1156351,HS008696172
HS,microform_mv,texts,,61645,5 %,61764,8658,['5+']
HS,nameOriginal_mv,texts,,2072,0 %,2072,1412,Ingrid Greenburger
HS,note,text,,123920,11 %,123920,43434,Honoraranweisung
HS,object_display,text,aus BI display,548,0 %,548,484,Illustration zu einem Brief von Rainer Maria Rilke [Zeichnung]
HS,object_id,string,,548,0 %,548,536,BI00005703
HS,parent_display_mv,texts,aus HS display,144542,12 %,144542,63015,"Rilke, Rainer Maria: ""Skizzenbuch"" [Gedichte]"
HS,parent_id_mv,strings,,144542,12 %,144542,75719,HS00581086
HS,parent_type_mv,strings,,144493,12 %,144493,8,Bei
HS,personAbout_comment_mv,texts,,283,0 %,2012,2,['[mutmaßlich]']
HS,personAbout_display_mv,texts,aus PE display,103634,9 %,138626,31069,"['Brecht, Bertolt (1898-1956)']"
HS,personAbout_id_mv,strings,,103634,9 %,138626,31080,['PE00001131']
HS,personAbout_role_mv,strings,,103559,9 %,138551,6,['[Behandelte Person]']
HS,personBy_comment_mv,texts,,9746,1 %,17705,9,['[mutmaßlich]']
HS,personBy_display_mv,texts,aus PE display,977384,85 %,1179628,293098,"['Rilke, Rainer Maria (1875-1926)']"
HS,personBy_id_mv,strings,,977384,85 %,1179628,295257,['PE00001397']
HS,personBy_role_mv,strings,,977337,85 %,1179581,19,['[Verfasser/in]']
HS,personTo_comment_mv,texts,,3921,0 %,4909,6,['[mutmaßlich]']
HS,personTo_display_mv,texts,aus PE display,830972,72 %,985977,179856,"['Jünger, Ernst (1895-1998)']"
HS,personTo_id_mv,strings,,830972,72 %,985977,181050,['PE00001233']
HS,personTo_role_mv,strings,,717222,62 %,742871,5,['[Adressat/in]']
HS,photoNegativeNumber_mv,strings,,1035,0 %,1349,1316,['Mikroform benutzen']
HS,place_mv,texts,,773228,67 %,926674,29235,['Stuttgart']
HS,schemaVersion,string,,1156351,100 %,1156351,1,1.0.0
HS,searchBoost,float,Gewichtung Relevanzranking,1156351,100 %,1156351,1,1
HS,searchCollectionCreator_display_mv,texts,Personen/Körperschaften mit Relation „Über“ aus verknüpften Bestandsdatensätzen (BF),1148190,99 %,1365599,5857,"['Suhrkamp-Verlag <Frankfurt, Main> (1950-)']"
HS,searchCollectionCreator_id_mv,strings,Personen/Körperschaften mit Relation „Über“ aus verknüpften Bestandsdatensätzen (BF),1148190,99 %,1365599,5857,['KS00001261']
HS,searchDate_mv,strings,Suche nach Datumsangaben in der Form TT.MM.JJJJ,915733,79 %,1693961,153549,['1961']
HS,searchEntity_id_mv,strings,IDs der Normdaten-Verweise,1156347,100 %,2739167,404303,['PE00000144']
HS,searchName_mv,texts,Personen/Körperschaften für erweiterte Suche,1156347,100 %,2686624,362845,"['Koselleck, Reinhart']"
HS,searchNameAbout_mv,texts,"Personen/Körperschaften mit Relation ""Über"" für erweiterte Suche",107457,9 %,149484,33694,"['Brecht, Bertolt']"
HS,searchNameAt_mv,texts,"Personen/Körperschaften mit Relation ""Unter"" für erweiterte Suche",???,???,???,???,???
HS,searchNameBy_mv,texts,"Personen/Körperschaften mit Relation ""Von"" für erweiterte Suche",1137830,98 %,1624071,323893,"[""J.-G.-Cotta'sche Buchhandlung <Stuttgart>""]"
HS,searchNameTo_mv,texts,"Personen/Körperschaften mit Relation ""An"" für erweiterte Suche",942399,81 %,1338700,203769,"['Jünger, Ernst']"
HS,searchVariant_mv,texts,"Verweisungsformen verknüpfter Personen, Körperschaften und Werke",1078171,93 %,10532346,291440,"['Suhrkamp-Theaterverlag <Frankfurt, Main>', 'Suhrkamp-Verlag <Berlin und Frankfurt, Main>']"
HS,sortingKey,string,,1156346,100 %,1156346,248394,"SUHRKAMPVERLAG FRANKFURT, MAIN"
HS,sortingKeySub,string,,926025,80 %,926025,182295,"JUENGER, ERNST"
HS,sortingTitleMain,string,,236458,20 %,236458,181565,GEDICHTE
HS,sortingTitleOther,string,,39241,3 %,39241,33394,LYRIDEN
HS,source,string,,1156351,100 %,1156351,1,HS
HS,statusLoan,string,,1156342,100 %,1156342,9,Am Standort
HS,subject_display_mv,texts,aus TH display,8292,1 %,9431,1786,['Vertrag']
HS,subject_id_mv,strings,,8292,1 %,9431,1787,['TH00022081']
HS,subject_useTerm_mv,texts,aus TH useTerm_display_mv,4,0 %,4,1,Warstade
HS,subject_usedFor_mv,texts,aus TH usedFor_display_mv,6701,1 %,28945,4531,"['Abkommen <Vertrag>', 'Kontrakt', 'Vertragsgestaltung', 'Verträge']"
HS,subjectOther_mv,texts,,14919,1 %,14919,7533,Vertrag
HS,title,text,,1156351,100 %,1156351,876507,"Rilke, Rainer Maria an Rilke, Phia"
HS,titleMain_category,text,,45350,4 %,45350,4,Konvolut
HS,titleMain_comment,text,,43763,4 %,43763,21352,Entwurf
HS,titleMain_text,text,,236477,20 %,236477,180981,Gedichte
HS,titleMain_type,string,,194226,17 %,194226,8,Titel von Bearbeiter/in
HS,titleOther_category_mv,texts,,5330,0 %,7694,8,['Konvolut']
HS,titleOther_comment_mv,texts,,4387,0 %,6294,1812,['Originaltitel']
HS,titleOther_text_mv,texts,,38887,3 %,48884,40304,['Lyriden']
HS,titleOther_type_mv,strings,,35386,3 %,45173,11,['Manuskripttitel']
HS,url,string,,1156351,100 %,1156351,1156351,https://www.dla-marbach.de/find/opac/id/HS01267260
HS,usageRestriction,text,,1156351,100 %,1156351,3,benutzbar
HS,usageRestrictionComment,text,,17653,2 %,17653,146,Nur Digitalisat oder Mikroform benutzbar
HS,usageRestrictionNote,text,Benutzungshinweis,803541,69 %,803541,8,Nur mit Einverständnis der beteiligten Personen ausleihbar!\nFür nähere Angaben wenden Sie sich bitte an die Auskunft des Deutschen Literaturarchivs Marbach:\nTelefon: +49 7144 848 425\nE-Mail: auskunft-handschriften@dla-marbach.de
HS,website_description_mv,texts,,1306,0 %,1310,22,['RISM']
HS,website_url_mv,strings,,1307,0 %,1311,1300,['http://www.germ.uni-tuebingen.de/abteilungen/neuere-deutsche-literatur/tuebinger-poetik-dozentur.html']
HS,work_display_mv,texts,aus AK display,42638,4 %,52436,17788,"['Piper, Reinhard (1879-1953). Vormittag (Autobiografie)']"
HS,work_id_mv,strings,,42638,4 %,52436,17800,['AK00166189']
KS,categoryEntity_mv,texts,,38368,29 %,38469,27,['Sonstige Körperschaft']
KS,categoryIndex_mv,texts,,131617,100 %,131640,4,['Körperschaft']
KS,classificationNewspaper_comment_mv,texts,,1703,1 %,1723,67,['Verlage']
KS,classificationNewspaper_text_mv,texts,,1709,1 %,1729,68,['2f2']
KS,classificationOther_comment_mv,texts,,3842,3 %,4254,116,"['Buchhandel, Verlagswesen / Einzelne Verlage und Buchhandlungen (A-E)']"
KS,classificationOther_text_mv,texts,,3870,3 %,4282,136,['S2.6.3.1']
KS,confidential,boolean,,131617,100 %,131617,1,False
KS,country_mv,texts,,77488,59 %,84040,214,['Deutschland']
KS,dateActivityEnd,daterange,,228,0 %,228,123,1945
KS,dateActivityStart,daterange,,549,0 %,549,197,1878
KS,dateCataloged,daterange,,131525,100 %,131525,7845,1997-06-11
KS,dateLifespanEnd,daterange,,6839,5 %,6839,2391,1990
KS,dateLifespanStart,daterange,,15480,12 %,15480,3865,2012
KS,dateModified,daterange,,131617,100 %,131617,1,2026-08-05
KS,display,text_normalized,Hauptbezeichnung,131617,100 %,131617,127103,Müller
KS,displayAddition1,text,Dritte Zeile der Trefferliste,64212,49 %,64212,9432,Berlin
KS,displayAddition2,text,Vierte Zeile der Trefferliste,131617,100 %,131617,6,Körperschaft
KS,filterDatePoint_mv,datepoints,Facette Zeit (Zeitpunkte),16599,13 %,23051,5276,['2012-01-01T00:00:00Z']
KS,filterDateRange_mv,dateranges,Facette Zeit (Zeiträume),16599,13 %,16629,7188,['2012']
KS,filterLocation_mv,strings,Facette Ort,33289,25 %,35903,4419,['Berlin']
KS,filterLocationType_mv,strings,Facette Ort mit Typ,33289,25 %,35903,5136,['Berlin␝Sitz']
KS,filterSource,string,Facette Datenbestand,131617,100 %,131617,1,Körperschaften
KS,filterType_mv,strings,Facette Medientyp,131617,100 %,131617,1,Normdaten
KS,gnd_id_mv,strings,,59452,45 %,59454,59285,['2099677-9']
KS,gnd_type_mv,strings,,23483,18 %,23485,6,['GND-Nr.']
KS,host_display_mv,texts,aus KS display,113,0 %,142,119,['Literaturwerkstatt Berlin (1991-2016)']
KS,host_id_mv,strings,,113,0 %,142,119,['KS00018933']
KS,id,string,,131617,100 %,131617,131617,KS00170590
KS,linkCommonsImage_file_mv,strings,aus lobid-gnd depiction und Wikidata P18,5075,4 %,6650,6483,['Reichsadler%20Deutsches%20Reich%20%281935%E2%80%931945%29.svg']
KS,linkCommonsImage_rights_mv,strings,generiert aus Wikimedia Commons Artist/License,5075,4 %,6650,4540,['Wikimedia Commons | Public domain']
KS,linkFilmportal_mv,strings,aus lobid-gnd sameAs:filmportal und Wikidata P2639,15,0 %,16,15,['d3866fa5a63f4e5482ce72dc08e466ac']
KS,linkWikidata,string,aus lobid-gnd,8933,7 %,8933,8789,Q2415675
KS,linkWikidataWebsite_mv,strings,aus Wikidata P856,5987,5 %,6771,6671,['https://markk-hamburg.de/']
KS,linkWikipedia,string,aus lobid sameAs:dewiki,7033,5 %,7033,7000,Evangelischer_Oberkirchenrat_%28Preu%C3%9Fen%29
KS,nameAlternative_comment_mv,texts,,1424,1 %,9710,672,"['␣', '␣', 'nswd', '␣', '␣']"
KS,nameAlternative_name_mv,texts,,49228,37 %,128782,121314,"['Zentrales Poetenseminar', 'Zentrales Poetenseminar der FDJ']"
KS,nameAlternative_suffix_mv,texts,,5418,4 %,23760,6690,['$gFirma']
KS,nameAlternative_type_mv,strings,,10238,8 %,44295,30,['Bisherige Vorzugsbenennung']
KS,nameFormerOrLater_display_mv,texts,aus KS display,176,0 %,186,174,['PEN-Zentrum Deutschland']
KS,nameFormerOrLater_id_mv,strings,,176,0 %,186,174,['KS00025892']
KS,nameOriginal_mv,texts,,39045,30 %,93975,86656,['Stadtarchiv']
KS,nameTemporary_display_mv,texts,aus KS display,283,0 %,314,302,['Univerzita J. E. Purkyně <Brno>']
KS,nameTemporary_id_mv,strings,,283,0 %,314,302,['KS00023017']
KS,noteExplanatory_text_mv,texts,,16132,12 %,22020,12843,['gnd1']
KS,noteExplanatory_type_mv,strings,,9405,7 %,14926,11,"['Biografische, historische und andere Angaben']"
KS,parent_display_mv,texts,aus KS display,6696,5 %,6968,3171,['Deutsches Reich (1871-1945)']
KS,parent_id_mv,strings,,6696,5 %,6968,3179,['KS00001022']
KS,place_mv,texts,,64212,49 %,64212,8255,Berlin
